-1,1021,575
-1,1022,575
-1,1021,576
-1,1022,575
-1,1022,578
-1,1023,576
-1,1020,576
-1,1022,577
-1,1023,574
-1,1020,572
-1,1021,557
-1,1021,914
-1,1021,1021
-1,1020,1023
-1,1023,1023
-1,1022,1006
-1,1020,1023
-1,1021,1023
-1,1020,1023
-1,1023,709
-1,1020,1023
-1,1019,994
-1,1021,1023
-1,1020,1023
-1,1019,1023
-1,1018,851
-1,1019,1023
-1,1019,1023
-1,1021,1023
-1,1020,1023
-1,1021,1023
-1,1021,1023
-1,1021,1023
-1,1019,1023
-1,1019,1023
-1,1020,1023
-1,1016,1023
-1,1021,1023
-1,1021,1023
-1,1021,1023
-1,1020,1023
-1,1021,1023
-1,1019,1021
-1,1019,1023
-1,1019,1023
-1,1021,1023
-1,1021,1023
-1,1020,1023
-1,1018,1023
-1,1020,1023
-1,1018,1023
-1,1019,1023
-1,1018,1023
-1,1019,1023
-1,1021,1023
-1,1018,1023
-1,1018,1023
-1,1015,1023
-1,1020,1023
-1,1020,1023
-1,247,1023
-1,80,1001
-1,299,958
-1,224,965
-1,267,962
-1,134,979
-1,194,941
-1,97,1018
-1,155,965
-1,237,968
-1,169,1023
-1,183,1023
-1,261,1018
-1,236,1011
-1,278,1001
-1,108,1019
-1,265,1023
-1,247,1023
-1,168,1023
-1,308,742
